uuid,index,actor,last_updated_timestamp,state,process_id,additional_info,run_uuid,site_id,data_dir,file_path
322bd0e9-4006-4044-8a03-bda7e847a8a7,0,toanngosy,2025-06-13 08:03:58,1,39575471,running,963c1a4e-aa6d-4bab-a3fc-ff482f393b7d,US-ARc,US-ARc_sample_output,scenarios/nersc_test_data.yaml
322bd0e9-4006-4044-8a03-bda7e847a8a7,0,toanngosy,2025-06-13 08:03:52,0,,pending,,US-ARc,US-ARc_sample_output,scenarios/nersc_test_data.yaml
